,Display,Rear Camera,Processor,Price1,Front Camera2,Battery1,Name1,RAM1,ROM1
222,16.36 ,64MP + 8MP + 2MP ,Qualcomm Snapdragon 765G Processor,"29,990", 44,4000 ,Vivo V20 Pro (Sunset Melody),8 GB , 128 GB 
223,16.51 ,13MP + 2MP + 2MP ,Qualcomm Snapdragon 460 Processor,"15,490", 16,5000 ,OPPO A53 (Electric Black),6 GB , 128 GB 
224,15.8 ,13MP + 2MP ,Qualcomm Snapdragon 439 Processor,"6,999", 8,5000 ,Redmi 8A Dual (Sea Blue),2 GB , 32 GB 
225,16.69 ,64MP + 8MP + 8MP + 2MP ,Qualcomm Snapdragon 855+ Processor,"28,999", 32,4200 ,Realme X3 SuperZoom (Arctic White),12 GB , 256 GB 
226,13.46 ,8MP Rear Camera ,MediaTek | MT6739WW quad core  Processor,"5,382", 5,3000 ,Samsung M01 core (Blue),1 GB , 16 GB 
227,15.8 ,13MP + 2MP ,Qualcomm Snapdragon 439 Processor,"8,419", 8,5000 ,Redmi 8A Dual (Sea Blue),3 GB , 64 GB 
228,16.51 ,64MP + 12MP ,Exynos 9611 octa core processor Processor,"22,289", 32,6000 ,Samsung M31s (Mirage Blue),8 GB , 128 GB 
229,15.8 ,13MP Rear Camera ,MTK Helio P22 Processor,"7,990", 5,4030 ,Vivo Y91i (Fusion Black),2 GB , 32 GB 
230,16.64 ,48MP + 2MP + 2MP + QVGA Rear Camera ,Helio P22 MT6762 Processor,"9,999", 16,5000 ,Tecno Camon 15 (Fascinating Purple),4 GB , 64 GB 
231,15.49 ,8MP Rear Camera ,MediaTek Helio P22 Processor,"7,990", 5,4000 ,OPPO A1K (Black),2 GB , 32 GB 
232,16.94 ,64MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 730G Processor,"14,999", 20,4500 ,POCO X2 (Phoenix Red),6 GB , 64 GB 
233,13.84 ,8MP Rear Camera ,MediaTek Helio P22 (MT6762R) Octa Core Processor,"5,999", 5,3020 ,Honor 9S (Black),2 GB , 32 GB 
234,16.76 ,64MP + 12MP + 8MP + 2MP ,Snapdragon 720G Processor,"17,999", 16,4300 ,Realme 6 Pro (Lightning Red),8 GB , 128 GB 
235,15.8 ,13MP + 2MP ,Qualcomm Snapdragon 439 Processor,"8,995", 8,5000 ,Redmi 8A Dual (Sea Blue),3 GB , 32 GB 
236,15.8 ,12MP + 2MP ,Qualcomm Snapdragon 439 Processor,"9,999", 8,5000 ,Redmi 8 (Sapphire Blue),4 GB , 64 GB 
237,16.56 ,13MP + 2MP ,MediaTek Helio G35 (MT6765V/WB) Processor,"6,999", 8,5000 ,Micromax IN 1b (Purple),2 GB , 32 GB 
238,16.0 ,48MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 665 Processor,"12,999", 13,4000 ,Redmi Note 8 (Cosmic Purple),4 GB , 64 GB 
239,16.51 ,12MP + 2MP + 2MP ,MediaTek Helio P35 Octa Core Processor,"10,990", 8,4230 ,OPPO A31 (Mystery Black),4 GB , 64 GB 
240,13.84 ,8MP Rear Camera ,Unisoc Octa Core Processor,"5,377", 5,3100 ,Lava Z61 Pro (Lavender Blue),2 GB , 16 GB 
241,13.84 ,8MP Rear Camera ,Unisoc Octa Core Processor,"5,377", 5,3100 ,Lava Z61 Pro (Champagne Gold),2 GB , 16 GB 
242,16.54 ,13MP + 2MP + 2MP ,Qualcomm Snapdragon 439 Processor,"11,490", 8,5000 ,Vivo Y20A (Nebula Blue),3 GB , 64 GB 
243,16.36 ,48MP + 13MP + 13MP + 2MP ,Qualcomm Snapdragon 865 Processor,"32,990", 16,4440 ,iQOO 3 (Quantum Silver),8 GB , 256 GB 
244,15.8 ,12MP + 2MP ,Qualcomm Snapdragon 439 Processor,"9,999", 8,5000 ,Redmi 8 (Ruby Red),4 GB , 64 GB 
245,16.51 ,12MP + 2MP + 2MP ,MediaTek Helio P35 Octa Core Processor,"15,990", 8,4230 ,OPPO A31 (Mystery Black),6 GB , 128 GB 
246,15.49 ,8MP Rear Camera ,MediaTek Helio P22 Processor,"7,990", 5,4000 ,OPPO A1K (Red),2 GB , 32 GB 
247,16.51 ,48MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 665 Processor,"11,999", 13,5000 ,Realme 5s (Crystal Blue),4 GB , 128 GB 
248,16.13 ,13MP + 2MP + 8MP ,MediaTek Helio P22 Processor,"10,990", 8,5000 ,Vivo Y12 (Burgundy Red),3 GB , 64 GB 
249,15.8 ,13MP + 2MP ,Qualcomm Snapdragon 439 Processor,"8,440", 8,5000 ,Redmi 8A Dual (Midnight Grey),3 GB , 32 GB 
250,16.59 ,13MP Rear Camera ,MediaTek Helio G80 Processor,"11,638", 8,5020 ,Redmi 9 Prime (Space Blue),4 GB , 128 GB 
251,16.66 ,48MP + 13MP + 8MP + 5MP ,Qualcomm Snapdragon 730 Processor,"34,990", 32,4200 ,Vivo X50 (Glaze Black),8 GB , 128 GB 
252,16.51 ,13MP + 2MP ,MediaTek Helio P22 Processor,"10,399", 5,4500 ,Nokia 2.4 (Fjord Blue),3 GB , 64 GB 
253,13.84 ,8MP Rear Camera ,MediaTek Processor,"4,499", 5,3000 ,Panasonic ELUGA I6 (Black),2 GB , 16 GB 
254,16.56 ,12MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 665 2 GHz Processor,"10,999", 8,5000 ,Realme 5i (Aqua Blue),4 GB , 64 GB 
255,15.21 ,8MP Rear Camera ,SC9863A Octa Core Processor,"6,999", 5,3040 ,Nokia C3 (Nordic Blue),2 GB , 16 GB 
256,17.27 ,64MP + 2MP + 2MP + AI Lens Quad AI Camera ,MediaTek Helio G70 Processor,"11,499", 16,5000 ,Tecno Camon 16 (Purist Blue),4 GB , 64 GB 
257,16.26 ,13MP + 5MP + 2MP ,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,"10,388", 8,5000 ,Samsung Galaxy M11 (Metallic Blue),3 GB , 32 GB 
258,16.51 ,48MP + 8MP + 2MP + 2MP ,Exynos 850 Octa Core Processor,"14,999", 13,5000 ,Samsung Galaxy A21s (Blue),4 GB , 64 GB 
259,16.54 ,13MP + 2MP + 2MP ,Qualcomm Snapdragon 439 Processor,"11,490", 8,5000 ,Vivo Y20A (Dawn White),3 GB , 64 GB 
260,16.26 ,48MP + 8MP + 5MP + 5MP ,MediaTek (MT6768) Octa Core Processor,"17,999", 20,5000 ,Samsung Galaxy A31 (Prism Crush White),6 GB , 128 GB 
261,16.36 ,16MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 662 Processor,"16,990", 16,4015 ,OPPO F17 (Classic Silver),6 GB , 128 GB 
262,16.56 ,12MP + 2MP + 2MP ,MediaTek Helio G70 (12 nm) Processor,"8,999", 5,5000 ,Realme Narzo 10A (So White),3 GB , 32 GB 
263,16.26 ,48MP + 8MP + 5MP ,Exynos 9611-Octa Core processor Processor,"14,990", 20,6000 ,Samsung Galaxy M21 (Raven Black),4 GB , 64 GB 
264,16.13 ,13MP + 2MP + 8MP ,MediaTek Helio P22 Processor,"10,990", 8,5000 ,Vivo Y12 (Aqua Blue),3 GB , 64 GB 
265,16.51 ,48MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 665 Processor,"14,990", 16,5000 ,OPPO A9 2020 (Marine Green),8 GB , 128 GB 
266,16.51 ,64MP + 8MP + 2MP + 2MP ,MediaTek Helio G90T Processor,"13,999", 16,4300 ,Realme 6 (Comet White),4 GB , 64 GB 
267,15.8 ,13MP + 2MP ,Qualcomm Snapdragon 439 Processor,"9,790", 8,5000 ,Redmi 8A Dual (Midnight Grey),3 GB , 64 GB 
268,16.69 ,64MP + 8MP + 8MP + 2MP ,Qualcomm Snapdragon 855+ Processor,"28,999", 32,4200 ,Realme X3 SuperZoom (Glacier Blue),12 GB , 256 GB 
269,15.8 ,13MP + 2MP ,MediaTek Helio P35 Octa Core Processor,"8,490", 5,4230 ,OPPO A11K (Deep Blue),2 GB , 32 GB 
270,15.8 ,13MP + 2MP ,MediaTek Helio P35 Octa Core Processor,"8,490", 5,4230 ,OPPO A11K (Flowing Silver),2 GB , 32 GB 
271,16.51 ,12MP + 8MP + 2MP + 2MP ,Qualcomm Snapdragon 665 Processor,"16,980", 16,5000 ,OPPO A52 (Twilight Black),6 GB , 128 GB 
272,16.64 ,16 MP + 2 MP + 2 MP + QVGA Quad AI Camera ,MediaTek Helio A25 Octa Core Processor,"10,495", 8,5000 ,Tecno Spark 5 Pro (Ice Jadeite),4 GB , 64 GB 
273,16.26 ,64MP + 13MP + 8MP + 2MP ,MediaTek Helio P95 Processor,"24,978", 44,4025 ,OPPO Reno3 Pro (Sky White),8 GB , 128 GB 
274,15.8 ,12MP + 2MP ,Qualcomm Snapdragon 439 Processor,"10,999", 8,5000 ,Redmi 8 (Onyx Black),4 GB , 64 GB 
275,15.8 ,13MP Rear Camera ,MTK Helio P22 Processor,"8,950", 5,4030 ,Vivo Y91i (Ocean Blue),2 GB , 16 GB 
276,16.26 ,64MP + 8MP + 5MP + 5MP ,Samsung Exynos 9 Octa 9611 Processor,"16,769", 32,6000 ,Samsung Galaxy M31 (Space Black),6 GB , 64 GB 
277,13.46 ,8MP Rear Camera ,MediaTek | MT6739WW quad core  Processor,"6,468", 5,3000 ,Samsung M01 core (Red),2 GB , 32 GB 
278,17.27 ,12MP (Dual Aperture) + 12MP + 16MP + TOF ,Super AMOLED Display,"54,999", 10,4300 ,Samsung Galaxy Note 10 Plus (Aura Black),12 GB , 256 GB 
